Genre,Senior,Enfants,Anciennete,Multi_lignes,Service_Internet,Autres_Services,Partenaire,Contrat,Facturation_electronique,Mode_de_paiement,charges_mensuelles,Charges_totales,target
Homme,0,Non,7,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,95,655.5,Oui
Femme,0,Non,9,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,71,672.55,Oui
Femme,1,Non,47,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,85.2,3969.35,Oui
Femme,0,Oui,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Cheque electronique,100.45,7159.7,Non
Homme,0,Oui,3,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.85,60.65,Non
Homme,0,Oui,38,Oui,DSL,Oui,Oui,Annuel,Non,Carte bancaire,78.95,2862.55,Non
Homme,0,Non,22,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,69.7,1490.4,Non
Femme,1,Non,65,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,109.4,7227.45,Non
Homme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,99.15,7422.1,Non
Homme,0,Oui,9,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,101.5,906.85,Non
Femme,0,Non,68,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,114.9,7843.55,Non
Femme,0,Oui,55,Non,Non,Oui,Oui,Mensuel,Non,Carte bancaire,20,1087.25,Non
Femme,0,Non,8,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,90.25,743.75,Non
Homme,0,Non,68,Non,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,70.95,4741.45,Non
Femme,0,Non,36,Non,Non,Oui,Non,Annuel,Non,Cheque papier,19.55,620.75,Non
Femme,1,Non,15,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,96.3,1426.75,Oui
Homme,0,Oui,35,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,19.6,686.95,Non
Homme,0,Oui,49,Oui,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,100.6,5069.65,Oui
Femme,0,Non,7,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.35,150.6,Non
Homme,1,Non,40,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,101.85,4086.3,Oui
Homme,1,Non,72,Oui,Non,Oui,Non,Bisannuel,Non,Virement bancaire,25.4,1809.35,Non
Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,19.3,19.3,Oui
Homme,1,Non,23,Non,DSL,Non,Non,Mensuel,Oui,Virement bancaire,34.65,768.45,Non
Femme,0,Non,55,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,103.65,5676.65,Non
Homme,0,Oui,57,Non,DSL,Oui,Oui,Annuel,Non,Cheque papier,59.6,3509.4,Non
Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Carte bancaire,19.3,19.3,Non
Homme,0,Non,44,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,20.4,905.55,Non
Homme,0,Oui,51,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,19.55,1086.75,Non
Femme,0,Non,71,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,80.45,5662.25,Non
Homme,0,Oui,70,Oui,DSL,Oui,Non,Annuel,Non,Virement bancaire,64.95,4551.5,Non
Femme,0,Non,21,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,94.3,1948.35,Non
Homme,0,Oui,41,Oui,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,74.55,3023.55,Non
Homme,0,Non,7,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,73,6.520,Oui
Homme,0,Non,50,Non,DSL,Non,Oui,Annuel,Oui,Virement bancaire,44.45,2188.45,Non
Homme,0,Oui,6,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,19.55,128.6,Non
Homme,1,Non,61,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,82.15,4904.85,Non
Homme,1,Non,4,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,69.35,261.65,Non
Femme,0,Oui,30,Non,DSL,Oui,Oui,Mensuel,Non,Virement bancaire,66.3,1923.5,Non
Femme,0,Non,12,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque papier,61.65,713.75,Oui
Femme,0,Non,57,Non,DSL,Oui,Non,Bisannuel,Non,Cheque papier,69.75,3894.4,Non
Femme,0,Oui,1,Non,Non,Oui,Oui,Mensuel,Oui,Cheque papier,19,19,Non
Homme,1,Non,65,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,104.35,6578.55,Non
Femme,0,Oui,50,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,84.15,4164.4,Non
Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,43.8,43.8,Non
Femme,0,Non,63,Oui,DSL,Oui,Non,Bisannuel,Oui,Carte bancaire,80.3,4995.35,Non
Homme,0,Non,57,Non,DSL,Oui,Non,Bisannuel,Oui,Virement bancaire,74.35,4317.35,Non
Femme,0,Non,31,Oui,DSL,Oui,Non,Mensuel,Non,Carte bancaire,65.25,1994.3,Oui
Femme,1,Non,23,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,79.35,1835.3,Non
Homme,0,Oui,8,Non,Non,Oui,Oui,Annuel,Non,Carte bancaire,19.9,153.95,Non
Femme,0,Non,17,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,70,1144.5,Oui
Homme,0,Oui,11,Non,Non,Oui,Oui,Mensuel,Non,Virement bancaire,20.95,267.35,Non
Homme,0,Oui,8,Non,DSL,Non,Non,Bisannuel,Oui,Cheque papier,44.55,343.45,Non
Femme,0,Oui,70,Non,DSL,Non,Oui,Annuel,Oui,Virement bancaire,58.4,4113.15,Non
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,75.5,75.5,Non
Homme,1,Oui,41,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,111.95,4534.9,Oui
Femme,1,Non,52,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,109.1,5647.95,Non
Femme,1,Non,14,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,46.35,672.7,Non
Femme,0,Non,19,Non,DSL,Non,Non,Annuel,Oui,Carte bancaire,44.85,893.55,Oui
Homme,1,Non,29,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,79.3,2414.55,Non
Femme,0,Oui,57,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,19.75,1272.05,Non
Homme,0,Non,62,Non,DSL,Non,Oui,Bisannuel,Oui,Virement bancaire,39,2337.45,Non
Femme,0,Non,2,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,20.05,39.25,Non
Homme,0,Non,54,Non,Fibre optique,Oui,Non,Annuel,Non,Cheque electronique,84.4,4484.05,Non
Homme,0,Oui,55,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,20.5,1177.95,Non
Femme,0,Oui,21,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,74.05,1565.7,Oui
Femme,0,Non,58,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,94.3,5610.15,Non
Homme,0,Non,3,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.7,57.5,Non
Femme,0,Oui,12,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,44.55,480.6,Oui
Femme,0,Non,7,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,100,4.715,Non
Femme,1,Non,45,Non,DSL,Non,Non,Annuel,Non,Cheque electronique,34.2,1596.6,Non
Homme,0,Oui,65,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,104.1,6700.05,Non
Femme,0,Non,70,Non,DSL,Non,Non,Bisannuel,Oui,Virement bancaire,44.6,3058.15,Non
Femme,0,Non,66,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,105.2,6936.85,Non
Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,115.55,8312.4,Non
Homme,0,Non,39,Oui,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,81.4,3213.75,Non
Femme,0,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,89.3,577.6,Oui
Homme,0,Non,43,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,75.35,3161.4,Non
Femme,0,Non,11,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,44.65,472.25,Non
Femme,0,Non,4,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,70,9.273,Oui
Femme,1,Non,45,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,70.05,3062.45,Non
Homme,0,Oui,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,44.4,44.4,Oui
Homme,0,Non,22,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,93.2,2157.3,Non
Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,89.9,89.9,Oui
Homme,0,Oui,12,Oui,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,25,4.313,Non
Homme,0,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,95.5,829.1,Oui
Femme,0,Oui,25,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,20.1,486.05,Non
Femme,0,Oui,4,Oui,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,84.05,333.55,Oui
Homme,0,Oui,4,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,101.15,385.9,Oui
Femme,0,Non,20,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,89.1,1879.25,Non
Femme,0,Oui,56,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,109,6.5953,Non
Homme,0,Non,51,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,111.55,5720.35,Non
Femme,0,Non,54,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,111.1,6014.85,Oui
Homme,0,Oui,3,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque electronique,50.15,168.15,Oui
Homme,0,Non,13,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,50.55,610.75,Non
Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,20.25,20.25,Non
Homme,1,Non,70,Non,DSL,Non,Non,Annuel,Oui,Cheque electronique,45.25,3264.45,Oui
Femme,0,Non,47,Non,DSL,Non,Non,Bisannuel,Non,Cheque papier,41.9,1875.25,Non
Homme,0,Oui,32,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,18.95,613.95,Non
Homme,0,Non,58,Non,DSL,Oui,Oui,Annuel,Non,Carte bancaire,60.3,3563.8,Oui
Homme,0,Oui,67,Non,DSL,Oui,Oui,Annuel,Non,Cheque papier,60.05,3994.05,Non
Femme,0,Non,57,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,109.4,6252.7,Non
Homme,0,Non,64,Non,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,104.05,6605.55,Non
Homme,0,Non,4,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,74.35,265.35,Oui
Femme,1,Non,16,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,96.4,1581.2,Oui
Homme,0,Non,17,Non,DSL,Non,Oui,Annuel,Non,Cheque electronique,54.6,934.8,Non
Femme,0,Oui,49,Non,DSL,Oui,Oui,Mensuel,Non,Virement bancaire,61.75,3024.15,Non
Homme,0,Non,10,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,45.55,402.6,Oui
Femme,1,Non,65,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,106.25,6979.8,Oui
Femme,0,Non,23,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,54.25,1221.55,Non
Femme,0,Oui,52,Non,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,85.8,4433.3,Non
Femme,0,Non,18,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,77.8,1358.6,Non
Homme,0,Non,54,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,89,8.4667,Non
Femme,0,Non,10,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,94.85,953.45,Oui
Femme,0,Oui,8,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,19.85,146.6,Non
Femme,0,Oui,24,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,55.15,1319.85,Non
Femme,0,Non,37,Oui,DSL,Oui,Oui,Annuel,Non,Cheque papier,72.1,2658.4,Non
Homme,0,Non,26,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,19.8,457.3,Non
Homme,0,Oui,11,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,19.65,225.75,Non
Femme,0,Non,40,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,63,9.2635,Non
Femme,1,Non,26,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,66.05,1652.4,Non
Femme,0,Non,2,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,96,174.8,Oui
Femme,0,Oui,24,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,19.9,533.5,Non
Homme,0,Oui,13,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,44,659.35,Non
Homme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,45.35,141.5,Oui
Homme,1,Non,71,Non,DSL,Non,Non,Annuel,Oui,Cheque electronique,56.45,3985.35,Non
Homme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,84.5,6130.85,Non
Homme,1,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,46.3,46.3,Non
Femme,0,Non,3,Oui,DSL,Oui,Non,Mensuel,Non,Cheque electronique,64.6,174.2,Non
Homme,1,Non,25,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,89.5,2196.15,Oui
Femme,0,Non,15,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,19.6,299.4,Non
Femme,0,Oui,58,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,44.1,2413.05,Non
Homme,0,Non,70,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,72.95,5265.55,Non
Femme,1,Non,31,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,99.95,3186.65,Oui
Homme,0,Oui,31,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,89,3.2823,Non
Homme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,60.65,196.9,Non
Femme,0,Non,20,Non,Non,Oui,Oui,Mensuel,Non,Virement bancaire,19.25,375.25,Non
Homme,0,Non,63,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Cheque electronique,102.6,6296.75,Non
Homme,0,Non,22,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,83.05,1799.3,Non
Homme,0,Oui,17,Oui,DSL,Oui,Oui,Annuel,Oui,Virement bancaire,70.35,1201.65,Non
Homme,0,Non,28,Non,DSL,Non,Non,Mensuel,Oui,Carte bancaire,30.1,810.85,Non
Femme,0,Non,12,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque electronique,51.25,612.1,Non
Femme,0,Oui,52,Non,DSL,Oui,Oui,Annuel,Oui,Virement bancaire,50.95,2610.65,Non
Femme,0,Oui,5,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,85.75,470.95,Oui
Femme,1,Non,60,Oui,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,106,6441.4,Oui
Homme,0,Oui,7,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,44.75,333.65,Non
Femme,0,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,88.05,6520.8,Non
Homme,1,Oui,34,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,108.9,3625.2,Non
Homme,1,Non,21,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,104.35,2271.85,Non
Homme,0,Non,19,Non,Non,Oui,Non,Annuel,Non,Cheque papier,18.8,279.2,Non
Femme,1,Non,66,Oui,DSL,Oui,Non,Annuel,Oui,Carte bancaire,63.85,4174.35,Non
Homme,1,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,25.1,25.1,Oui
Homme,1,Non,2,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,74.85,156.4,Oui
Homme,1,Non,58,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,108.85,6287.25,Oui
Femme,0,Non,7,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,95.35,660.9,Oui
Homme,0,Non,26,Non,DSL,Oui,Non,Annuel,Non,Virement bancaire,75,1908.35,Non
Femme,0,Non,5,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,80,412.5,Oui
Femme,0,Non,6,Non,DSL,Non,Non,Annuel,Oui,Cheque papier,49.25,255.6,Non
Femme,0,Non,34,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,73.95,2524.45,Oui
Homme,0,Non,66,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,95.3,6273.4,Non
Homme,0,Oui,47,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,54.25,2538.2,Non
Homme,0,Non,64,Oui,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,105.65,6903.1,Oui
Femme,0,Oui,63,Non,Non,Oui,Oui,Bisannuel,Non,Cheque electronique,19.35,1263.85,Non
Homme,0,Non,66,Oui,DSL,Oui,Oui,Bisannuel,Non,Cheque electronique,85.25,5538.35,Non
Femme,0,Oui,33,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,20.1,579.4,Non
Homme,0,Non,22,Non,Non,Oui,Oui,Mensuel,Oui,Virement bancaire,20.45,471.55,Non
Femme,0,Oui,6,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque papier,48.8,297.35,Non
Homme,0,Non,66,Oui,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,114.3,7383.7,Non
Femme,0,Non,53,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,20.25,1048.45,Non
Femme,0,Non,43,Non,DSL,Non,Oui,Mensuel,Non,Virement bancaire,34,1505.35,Non
Homme,1,Non,59,Non,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,82.95,4903.15,Non
Homme,0,Oui,2,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,20.3,40.25,Non
Femme,0,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,89.5,573.3,Oui
Femme,0,Oui,72,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,80.45,5886.85,Non
Femme,1,Oui,22,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,85.35,1961.6,Non
Femme,0,Oui,11,Non,DSL,Oui,Oui,Mensuel,Non,Virement bancaire,51,581.7,Non
Homme,0,Non,13,Non,Non,Oui,Non,Annuel,Oui,Cheque electronique,19.95,253.8,Non
Femme,0,Oui,70,Non,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,75.35,5437.75,Non
Homme,0,Non,42,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,106.15,4512.7,Oui
Femme,0,Non,60,Non,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,97.2,5611.75,Non
Femme,0,Oui,72,Non,DSL,Non,Oui,Bisannuel,Non,Carte bancaire,53,65.3784,Non
Homme,0,Non,5,Non,DSL,Non,Non,Mensuel,Non,Cheque papier,40,223.45,Oui
Homme,0,Non,18,Non,DSL,Non,Non,Mensuel,Non,Cheque papier,33.6,550.35,Non
Femme,1,Non,25,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,89.7,2187.55,Oui
Homme,0,Oui,52,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,19.65,928.4,Non
Femme,0,Oui,37,Oui,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,24.1,861.85,Non
Homme,0,Oui,21,Oui,DSL,Oui,Oui,Annuel,Oui,Virement bancaire,75.9,1549.75,Non
Homme,0,Non,36,Non,Non,Oui,Non,Bisannuel,Oui,Carte bancaire,18,55.689,Non
Homme,0,Non,68,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,25.25,1728.2,Non
Femme,0,Non,70,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,19.85,1328.35,Non
Femme,0,Oui,64,Non,DSL,Oui,Oui,Annuel,Non,Cheque papier,65,8.4068,Non
Homme,0,Oui,12,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,21.05,262.05,Non
Homme,0,Non,53,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,77.4,4155.95,Non
Homme,1,Non,31,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,90.7,2845.15,Non
Homme,0,Non,51,Non,DSL,Non,Oui,Mensuel,Oui,Carte bancaire,30.05,1529.45,Non
Femme,0,Non,37,Oui,DSL,Oui,Non,Annuel,Non,Virement bancaire,64.65,2347.85,Non
Homme,0,Non,28,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,91,2626.15,Non
Homme,0,Non,3,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,107.95,313.6,Non
Homme,0,Non,64,Oui,Fibre optique,Oui,Oui,Annuel,Non,Virement bancaire,89.45,5692.65,Non
Homme,0,Non,64,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,66.15,4392.5,Non
Femme,1,Oui,71,Oui,DSL,Oui,Oui,Annuel,Non,Cheque electronique,69.2,4982.5,Non
Homme,1,Non,33,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,100.6,3270.25,Non
Homme,0,Non,71,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Carte bancaire,86,4.6172,Non
Femme,0,Oui,44,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,94.4,4295.35,Non
Homme,0,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,80.25,144.55,Oui
Femme,1,Non,37,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,96.55,3580.3,Oui
Homme,0,Oui,35,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,20.1,655.3,Non
Femme,0,Non,16,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,93.2,1573.7,Oui
Femme,0,Non,14,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,78.1,1122.4,Non
Femme,0,Non,12,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,89.4,1095.65,Oui
Homme,0,Non,4,Oui,DSL,Oui,Non,Mensuel,Non,Cheque papier,65.55,237.2,Non
Femme,0,Non,4,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.15,84.5,Non
Homme,0,Oui,36,Non,DSL,Non,Oui,Annuel,Non,Carte bancaire,60.7,2234.55,Non
Femme,0,Oui,5,Non,DSL,Non,Oui,Mensuel,Non,Cheque electronique,34.25,163.55,Non
Femme,0,Non,47,Non,DSL,Oui,Non,Bisannuel,Non,Cheque papier,74.45,3510.3,Non
Homme,0,Oui,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,49.85,49.85,Non
Homme,0,Non,4,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,78.45,330.05,Oui
Homme,1,Non,38,Non,DSL,Oui,Non,Annuel,Oui,Carte bancaire,70.15,2497.35,Oui
Femme,0,Oui,25,Non,DSL,Non,Oui,Mensuel,Oui,Carte bancaire,58.6,1502.65,Oui
Femme,0,Non,3,Non,DSL,Non,Non,Mensuel,Oui,Carte bancaire,34.8,113.95,Non
Homme,0,Oui,14,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,19.75,309.35,Non
Homme,0,Oui,26,Non,DSL,Non,Non,Annuel,Oui,Virement bancaire,39.95,1023.75,Non
Femme,0,Non,23,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,79.1,1783.75,Non
Femme,0,Oui,59,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,75.95,4542.35,Non
Homme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,44.35,81.25,Oui
Femme,0,Non,46,Non,DSL,Oui,Non,Bisannuel,Non,Carte bancaire,54.35,2460.15,Oui
Femme,1,Non,13,Non,DSL,Non,Oui,Mensuel,Non,Cheque electronique,45.3,528.45,Non
Femme,0,Oui,0,Oui,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,73,35.,Non
Homme,0,Non,15,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,19.8,309.4,Non
Homme,0,Non,48,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,19.25,855.1,Non
Femme,0,Non,27,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,94.55,2724.6,Oui
Femme,1,Non,47,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,99.7,4747.2,Non
Homme,0,Non,16,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,80.55,1248.9,Non
Homme,0,Oui,1,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,19.65,19.65,Non
Homme,0,Oui,68,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,114.7,7849.85,Non
Femme,0,Non,13,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,89.4,1132.35,Oui
Femme,0,Non,59,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,80.1,4693.2,Non
Homme,0,Oui,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,114,8175.9,Non
Femme,0,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,70.7,151.65,Oui
Femme,0,Non,40,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,65,1.2586,Non
Femme,0,Non,9,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,88.4,788.6,Non
Femme,0,Non,50,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,19.4,1023.95,Non
Homme,0,Non,18,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,99.4,1742.95,Oui
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,49.8,49.8,Non
Homme,0,Non,30,Non,Non,Oui,Oui,Annuel,Non,Carte bancaire,20.7,587.1,Non
Femme,0,Non,42,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,49.55,2077.95,Non
Homme,0,Non,11,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.35,215.25,Non
Homme,0,Non,52,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,75.4,3865.45,Non
Homme,0,Non,10,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,70.15,735.5,Non
